nsj28	512	8	0	2339.94
nsj28	512	8	1	3920.75
nsj28	512	8	2	1535.15
nsj28	512	8	3	1440.70
nsj28	64	32	0	1207.96
nsj28	64	32	1	615.17
nsj28	64	32	2	511.83
nsj28	64	32	3	528.04
nsj28	512	32	0	1141.66
nsj28	512	32	1	858.99
nsj28	512	32	2	824.12
nsj28	512	32	3	975.96
nsj28	64	8	0	1166.93
nsj28	64	8	1	728.32
nsj28	64	8	2	591.90
nsj28	64	8	3	968.95
nsj28	64	8	0	1675.75
nsj28	64	8	1	1160.92
nsj28	64	8	2	1023.95
nsj28	64	8	3	1071.95
nsj28	512	32	0	1095.94
nsj28	512	32	1	1136.55
nsj28	512	32	2	1943.16
nsj28	512	32	3	928.03
nsj28	512	8	0	1535.95
nsj28	512	8	1	880.04
nsj28	512	8	2	1231.39
nsj28	512	8	3	1264.44
nsj28	64	32	0	1039.86
nsj28	64	32	1	607.99
nsj28	64	32	2	607.29
nsj28	64	32	3	640.60
nsj28	64	32	0	2240.04
nsj28	64	32	1	801.51
nsj28	64	32	2	615.21
nsj28	64	32	3	839.41
nsj28	64	8	0	1424.66
nsj28	64	8	1	912.48
nsj28	64	8	2	894.49
nsj28	64	8	3	737.66
nsj28	512	8	0	1590.83
nsj28	512	8	1	1424.33
nsj28	512	8	2	1551.97
nsj28	512	8	3	1375.88
nsj28	512	32	0	896.07
nsj28	512	32	1	1087.83
nsj28	512	32	2	688.18
nsj28	512	32	3	919.91
nsj28	512	32	0	3230.61
nsj28	512	32	1	991.69
nsj28	512	32	2	760.07
nsj28	512	32	3	799.98
nsj28	64	8	0	2191.32
nsj28	64	8	1	688.99
nsj28	64	8	2	679.79
nsj28	64	8	3	471.15
nsj28	512	8	0	1136.27
nsj28	512	8	1	1248.11
nsj28	512	8	2	1016.26
nsj28	512	8	3	926.79
nsj28	64	32	0	736.05
nsj28	64	32	1	440.25
nsj28	64	32	2	432.19
nsj28	64	32	3	464.32
nsj28	64	8	0	1912.04
nsj28	64	8	1	895.77
nsj28	64	8	2	1087.91
nsj28	64	8	3	1272.19
nsj28	64	32	0	751.84
nsj28	64	32	1	479.94
nsj28	64	32	2	855.93
nsj28	64	32	3	632.17
nsj28	512	8	0	1839.76
nsj28	512	8	1	1984.44
nsj28	512	8	2	1327.49
nsj28	512	8	3	1463.96
nsj28	512	32	0	1087.94
nsj28	512	32	1	1024.13
nsj28	512	32	2	959.87
nsj28	512	32	3	1015.93
