nsj28	256	16	0	1610.30
nsj28	256	16	1	968.07
nsj28	256	16	2	775.72
nsj28	256	16	3	879.83
nsj28	256	16	4	832.59
nsj28	256	16	5	789.20
nsj28	256	16	6	714.89
nsj28	256	16	7	936.34
nsj28	128	16	0	1134.83
nsj28	128	16	1	656.23
nsj28	128	16	2	751.63
nsj28	128	16	3	688.87
nsj28	128	16	4	663.27
nsj28	128	16	5	511.85
nsj28	128	16	6	583.92
nsj28	128	16	7	784.08
nsj28	512	32	0	800.87
nsj28	512	32	1	863.85
nsj28	512	32	2	560.28
nsj28	512	32	3	1031.08
nsj28	512	32	4	655.89
nsj28	512	32	5	679.97
nsj28	512	32	6	1335.91
nsj28	512	32	7	614.74
nsj28	512	16	0	776.54
nsj28	512	16	1	783.66
nsj28	512	16	2	873.69
nsj28	512	16	3	1206.22
nsj28	512	16	4	863.87
nsj28	512	16	5	1184.84
nsj28	512	16	6	815.25
nsj28	512	16	7	800.03
nsj28	128	8	0	911.79
nsj28	128	8	1	720.34
nsj28	128	8	2	808.38
nsj28	128	8	3	736.19
nsj28	128	8	4	1407.89
nsj28	128	8	5	776.02
nsj28	128	8	6	792.10
nsj28	128	8	7	599.81
nsj28	64	8	0	735.37
nsj28	64	8	1	672.61
nsj28	64	8	2	807.97
nsj28	64	8	3	1255.97
nsj28	64	8	4	775.77
nsj28	64	8	5	608.06
nsj28	64	8	6	791.93
nsj28	64	8	7	672.43
nsj28	64	16	0	767.49
nsj28	64	16	1	472.04
nsj28	64	16	2	728.01
nsj28	64	16	3	576.05
nsj28	64	16	4	735.95
nsj28	64	16	5	656.34
nsj28	64	16	6	599.78
nsj28	64	16	7	455.86
nsj28	256	8	0	944.07
nsj28	256	8	1	1511.87
nsj28	256	8	2	1432.51
nsj28	256	8	3	1247.02
nsj28	256	8	4	1033.33
nsj28	256	8	5	815.04
nsj28	256	8	6	1583.43
nsj28	256	8	7	912.01
nsj28	256	32	0	1200.21
nsj28	256	32	1	559.68
nsj28	256	32	2	608.03
nsj28	256	32	3	704.37
nsj28	256	32	4	727.79
nsj28	256	32	5	912.30
nsj28	256	32	6	863.86
nsj28	256	32	7	607.84
nsj28	64	32	0	727.98
nsj28	64	32	1	608.36
nsj28	64	32	2	423.51
nsj28	64	32	3	464.54
nsj28	64	32	4	431.99
nsj28	64	32	5	479.83
nsj28	64	32	6	511.94
nsj28	64	32	7	431.84
nsj28	128	32	0	760.16
nsj28	128	32	1	575.76
nsj28	128	32	2	720.02
nsj28	128	32	3	680.51
nsj28	128	32	4	663.51
nsj28	128	32	5	712.04
nsj28	128	32	6	752.38
nsj28	128	32	7	696.56
nsj28	512	8	0	1366.88
nsj28	512	8	1	1040.25
nsj28	512	8	2	1159.40
nsj28	512	8	3	1359.95
nsj28	512	8	4	1472.08
nsj28	512	8	5	1015.93
nsj28	512	8	6	3448.41
nsj28	512	8	7	1303.66
nsj28	256	32	0	1223.20
nsj28	256	32	1	551.89
nsj28	256	32	2	871.97
nsj28	256	32	3	608.18
nsj28	256	32	4	495.96
nsj28	256	32	5	527.68
nsj28	256	32	6	536.08
nsj28	256	32	7	535.90
nsj28	128	8	0	1216.11
nsj28	128	8	1	855.95
nsj28	128	8	2	951.95
nsj28	128	8	3	847.95
nsj28	128	8	4	904.11
nsj28	128	8	5	967.82
nsj28	128	8	6	1016.04
nsj28	128	8	7	703.91
nsj28	256	16	0	992.24
nsj28	256	16	1	896.03
nsj28	256	16	2	583.85
nsj28	256	16	3	791.95
nsj28	256	16	4	847.82
nsj28	256	16	5	600.08
nsj28	256	16	6	559.93
nsj28	256	16	7	607.59
nsj28	64	16	0	840.41
nsj28	64	16	1	503.50
nsj28	64	16	2	856.59
nsj28	64	16	3	607.83
nsj28	64	16	4	663.88
nsj28	64	16	5	543.50
nsj28	64	16	6	440.54
nsj28	64	16	7	447.94
nsj28	64	32	0	456.00
nsj28	64	32	1	615.98
nsj28	64	32	2	671.94
nsj28	64	32	3	664.00
nsj28	64	32	4	407.88
nsj28	64	32	5	360.03
nsj28	64	32	6	335.97
nsj28	64	32	7	384.04
nsj28	512	16	0	1047.97
nsj28	512	16	1	1631.95
nsj28	512	16	2	1103.95
nsj28	512	16	3	1135.97
nsj28	512	16	4	1040.02
nsj28	512	16	5	1280.07
nsj28	512	16	6	911.92
nsj28	512	16	7	1103.95
nsj28	512	8	0	1503.97
nsj28	512	8	1	1191.98
nsj28	512	8	2	1175.61
nsj28	512	8	3	1752.48
nsj28	512	8	4	1247.70
nsj28	512	8	5	1184.14
nsj28	512	8	6	1167.97
nsj28	512	8	7	800.01
nsj28	256	8	0	1080.19
nsj28	256	8	1	775.93
nsj28	256	8	2	984.04
nsj28	256	8	3	871.75
nsj28	256	8	4	791.95
nsj28	256	8	5	807.96
nsj28	256	8	6	799.99
nsj28	256	8	7	839.98
nsj28	128	32	0	695.99
nsj28	128	32	1	455.90
nsj28	128	32	2	439.87
nsj28	128	32	3	560.12
nsj28	128	32	4	599.86
nsj28	128	32	5	488.11
nsj28	128	32	6	479.93
nsj28	128	32	7	656.04
nsj28	128	16	0	671.91
nsj28	128	16	1	815.98
nsj28	128	16	2	679.98
nsj28	128	16	3	719.99
nsj28	128	16	4	671.91
nsj28	128	16	5	1136.03
nsj28	128	16	6	823.80
nsj28	128	16	7	576.20
nsj28	64	8	0	872.04
nsj28	64	8	1	663.90
nsj28	64	8	2	535.96
nsj28	64	8	3	696.02
nsj28	64	8	4	743.35
nsj28	64	8	5	927.96
nsj28	64	8	6	832.63
nsj28	64	8	7	1231.23
nsj28	512	32	0	1080.68
nsj28	512	32	1	975.97
nsj28	512	32	2	1184.00
nsj28	512	32	3	903.87
nsj28	512	32	4	1128.22
nsj28	512	32	5	807.77
nsj28	512	32	6	976.04
nsj28	512	32	7	935.77
